UID,UAge,USex,URace,UIdeo,UStance,AIFam,AIChatFreq,AIChatComf,AIForNews,EvaAIInfoConf,TrustAIInfo,CloseToSE,CloseToSM,CloseToNA,CloseToNW,IndepEvaConf,TrustNews,FactCheckFreq,FeelMisinfo,AIStance,NID,News,PreEva,PreConf,PostEva,PostConf,Truth,PoliBias,HumanTrustBias,PerceivedImprove,AIInterMean,PerceivedAIRole,AIJudge,AILackJudgeImp,GFeedback,Inconsis,InconsisComment,AIStanceLabel,AIStanceCode,UStanceLabel,UStanceCode,PreConfCode,PostConfCode,PreEvaCode,PostEvaCode,TruthCode,PerceivedImproveCode,UStanceLabel_S,AIStanceLabel_S,PostCorrect,PreCorrect,UIdeoCode,AIFamCode,AIChatFreqCode,IndepEvaConfCode,FactCheckFreqCode,AIChatComfCode,EvaAIInfoConfCode,TrustAIInfoCode,TrustNewsCode,FeelMisinfoCode,AI1Eva,AI2Eva,AI1Correctness,AI2Correctness,weight,ConvRound,ConvLength,LengthPerRound,EngagementOverall,EngagementBehavioral,EngagementCognitive,EngagementEmotional,EngagementAutonomy,EngagementSocialPresence
2994,24,Female,White,Slightly liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,No,Somewhat confident,Somewhat trustworthy,A few times a day or more,A few times a day or more,A few times a day or more,A few times a day or more,Somewhat confident,Mostly distrust,Occasionally,Once a week,"('This AI is a GPT-4o model prompted to be somewhat democrat.', 'This AI is a GPT-4o model prompted to be somewhat republican.')",3,"Playgirl magazine ran a ""Sleep with Donald Trump"" contest promotion in 1990.",false,Moderately confident,false,Extremely confident,true,Neutral,Democrat,Quite a bit,Very meaningful,A mix of both a tool and an influencing agent,"('I did not feel judged during our interaction', 'I did not feel judged during our interaction')","Significantly increased my comfort, especially when discussing opposing viewpoints",,No,,"('Somewhat Democrat', 'Somewhat Republican')","(-1, 1)",Independent,0,0.6,1.0,-1,-1,1,4,Independent,"('Democrat', 'Republican')",0,0,1,3,5,3.0,3,1.0,2.0,1.0,-1,3.0,0.0,1.0,0.0,1.0,0.2671186267023491,1.0,11.0,11.0,Low,1,1,2,1,1
2994,24,Female,White,Slightly liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,No,Somewhat confident,Somewhat trustworthy,A few times a day or more,A few times a day or more,A few times a day or more,A few times a day or more,Somewhat confident,Mostly distrust,Occasionally,Once a week,"('This AI is a GPT-4o model prompted to be somewhat democrat.', 'This AI is a GPT-4o model prompted to be somewhat republican.')",8,"Former U.S. President Bill Clinton reportedly once said, ""If you live long enough, you'll make mistakes"", and, ""If you learn from them, you'll be a better person. It's how you handle adversity, not how it affects you. The main thing is never quit, never quit, never quit.""",true,Slightly confident,true,Very confident,true,Democrat,Republican,Quite a bit,Very meaningful,A mix of both a tool and an influencing agent,"('I did not feel judged during our interaction', 'I did not feel judged during our interaction')","Significantly increased my comfort, especially when discussing opposing viewpoints",,No,,"('Somewhat Democrat', 'Somewhat Republican')","(-1, 1)",Independent,0,0.4,0.8,1,1,1,4,Independent,"('Democrat', 'Republican')",1,1,1,3,5,3.0,3,1.0,2.0,1.0,-1,3.0,1.0,0.8,1.0,0.8,0.1000000000000009,1.0,16.0,16.0,Low,1,1,2,1,1
2994,24,Female,White,Slightly liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,No,Somewhat confident,Somewhat trustworthy,A few times a day or more,A few times a day or more,A few times a day or more,A few times a day or more,Somewhat confident,Mostly distrust,Occasionally,Once a week,"('This AI is a GPT-4o model prompted to be somewhat democrat.', 'This AI is a GPT-4o model prompted to be somewhat republican.')",17,"American flags were not visible at a rally supporting U.S. Vice President Kamala Harris' campaign, held on the campus of Temple University in Philadelphia, on Oct. 28, 2024.",true,Slightly confident,unsure,,true,Republican,Republican,Quite a bit,Very meaningful,A mix of both a tool and an influencing agent,"('I did not feel judged during our interaction', 'I did not feel judged during our interaction')","Significantly increased my comfort, especially when discussing opposing viewpoints",,No,,"('Somewhat Democrat', 'Somewhat Republican')","(-1, 1)",Independent,0,0.4,0.0,1,0,1,4,Independent,"('Democrat', 'Republican')",0,1,1,3,5,3.0,3,1.0,2.0,1.0,-1,3.0,0.3,0.5,0.3,0.5,0.1,1.0,8.0,8.0,Low,1,1,1,1,1
2997,45,Male,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,No,Somewhat confident,Somewhat trustworthy,About once a month,About once a day,About once a day,About once a day,Not very confident,Neutral,Never,Once a week,"('This AI is a GPT-4o model prompted to be strong democrat.', 'This AI is a GPT-4o model prompted to be politically neutral.')",6,"Medieval Italian man Bartelomeo Colleoni's last name meant ""balls"" in Italian and his coat of arms featured testicle-inspired symbols.",false,Moderately confident,true,Extremely confident,true,Neutral,Republican,A little,Moderately meaningful,A mix of both a tool and an influencing agent,"('I felt judged during our interaction', 'Sometimes I felt judged and sometimes I did not')",,"They were biased, AI1 more than AI2.",No,,"('Strong Democrat', 'Politically Neutral')","(-2, 0)",Strong Republican,2,0.6,1.0,-1,1,1,2,Republican,"('Democrat', 'Neutral')",1,0,-2,3,3,2.0,1,1.0,2.0,1.0,0,3.0,1.0,1.0,1.0,1.0,0.2,1.0,14.0,14.0,Low,1,1,1,0,1
2997,45,Male,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,No,Somewhat confident,Somewhat trustworthy,About once a month,About once a day,About once a day,About once a day,Not very confident,Neutral,Never,Once a week,"('This AI is a GPT-4o model prompted to be strong democrat.', 'This AI is a GPT-4o model prompted to be politically neutral.')",11,Donald Trump once suggested that people inject bleach or other disinfectants into their bodies to treat COVID-19.,unsure,,false,Extremely confident,false,Democrat,Democrat,A little,Moderately meaningful,A mix of both a tool and an influencing agent,"('I felt judged during our interaction', 'Sometimes I felt judged and sometimes I did not')",,"They were biased, AI1 more than AI2.",No,,"('Strong Democrat', 'Politically Neutral')","(-2, 0)",Strong Republican,2,0.0,1.0,0,-1,-1,2,Republican,"('Democrat', 'Neutral')",1,0,-2,3,3,2.0,1,1.0,2.0,1.0,0,3.0,1.0,0.7,0.0,0.3,0.1000000000000001,2.0,53.0,26.5,Moderate,2,2,2,2,1
2997,45,Male,White,Conservative,Strong Republican,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,No,Somewhat confident,Somewhat trustworthy,About once a month,About once a day,About once a day,About once a day,Not very confident,Neutral,Never,Once a week,"('This AI is a GPT-4o model prompted to be strong democrat.', 'This AI is a GPT-4o model prompted to be politically neutral.')",16,"Pete Hegseth (TV presenter and former Army National Guard officer) said ""Germs are not a real thing. I can't see them, therefore they are not real.""",false,Moderately confident,true,Extremely confident,true,Republican,Democrat,A little,Moderately meaningful,A mix of both a tool and an influencing agent,"('I felt judged during our interaction', 'Sometimes I felt judged and sometimes I did not')",,"They were biased, AI1 more than AI2.",No,,"('Strong Democrat', 'Politically Neutral')","(-2, 0)",Strong Republican,2,0.6,1.0,-1,1,1,2,Republican,"('Democrat', 'Neutral')",1,0,-2,3,3,2.0,1,1.0,2.0,1.0,0,3.0,1.0,0.5,1.0,0.5,0.1000000000000043,1.0,6.0,6.0,Low,1,1,1,1,1
3000,29,Male,White,Liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Very uncomfortable,Maybe,Not confident at all,Very untrustworthy,About once a day,About once a day,Never,Never,Not confident at all,Mostly distrust,Never,A few times a month,"('This AI is a GPT-4o model prompted to be strong democrat.', 'This AI is a GPT-4o model prompted to be somewhat democrat.')",6,"Medieval Italian man Bartelomeo Colleoni's last name meant ""balls"" in Italian and his coat of arms featured testicle-inspired symbols.",false,Extremely confident,unsure,,true,Neutral,Republican,A little,Slightly meaningful,Primarily as an agent trying to influence or persuade me in making determinations,"('Sometimes I felt judged and sometimes I did not', 'Sometimes I felt judged and sometimes I did not')",,,No,,"('Strong Democrat', 'Somewhat Democrat')","(-2, -1)",Independent,0,1.0,0.0,-1,0,1,2,Independent,"('Democrat', 'Democrat')",0,0,2,3,2,1.0,1,-2.0,0.0,-2.0,-1,2.0,1.0,1.0,1.0,1.0,0.125,3.0,24.0,8.0,Moderate,2,2,1,2,1
3000,29,Male,White,Liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Very uncomfortable,Maybe,Not confident at all,Very untrustworthy,About once a day,About once a day,Never,Never,Not confident at all,Mostly distrust,Never,A few times a month,"('This AI is a GPT-4o model prompted to be strong democrat.', 'This AI is a GPT-4o model prompted to be somewhat democrat.')",12,"In the 1920s, doctors prescribed Guinness beer to pregnant women for its iron content.",false,Extremely confident,true,Very confident,true,Neutral,Democrat,A little,Slightly meaningful,Primarily as an agent trying to influence or persuade me in making determinations,"('Sometimes I felt judged and sometimes I did not', 'Sometimes I felt judged and sometimes I did not')",,,No,,"('Strong Democrat', 'Somewhat Democrat')","(-2, -1)",Independent,0,1.0,0.8,-1,1,1,2,Independent,"('Democrat', 'Democrat')",1,0,2,3,2,1.0,1,-2.0,0.0,-2.0,-1,2.0,0.7,0.7,0.7,0.7,0.2018942510835146,3.0,30.0,10.0,Moderate,2,2,1,2,1
3000,29,Male,White,Liberal,Independent,Somewhat familiar (I have used AI-powered tools a few times),Less than a few times a month,Very uncomfortable,Maybe,Not confident at all,Very untrustworthy,About once a day,About once a day,Never,Never,Not confident at all,Mostly distrust,Never,A few times a month,"('This AI is a GPT-4o model prompted to be strong democrat.', 'This AI is a GPT-4o model prompted to be somewhat democrat.')",13,Donald Trump's Hollywood Walk of Fame star had a drain installed due to people repeatedly urinating on it.,unsure,,false,Extremely confident,false,Democrat,Democrat,A little,Slightly meaningful,Primarily as an agent trying to influence or persuade me in making determinations,"('Sometimes I felt judged and sometimes I did not', 'Sometimes I felt judged and sometimes I did not')",,,No,,"('Strong Democrat', 'Somewhat Democrat')","(-2, -1)",Independent,0,0.0,1.0,0,-1,-1,2,Independent,"('Democrat', 'Democrat')",1,0,2,3,2,1.0,1,-2.0,0.0,-2.0,-1,2.0,0.2,0.2,0.8,0.8,0.1359736096915696,3.0,23.0,7.666666666666667,Moderate,2,2,2,1,2
3003,32,Male,White,Conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Somewhat confident,Somewhat trustworthy,About once a day,A few times a day or more,A few times a week,About once a week,Not very confident,Mostly distrust,Occasionally,Several times a week,"('This AI is a GPT-4o model prompted to be strong republican.', 'This AI is a GPT-4o model prompted to be strong democrat.')",4,Microsoft Co-Founder and billionaire Bill Gates owns a farm that produces potatoes used in McDonald's french fries.,false,Very confident,true,Moderately confident,true,Neutral,Democrat,Quite a bit,Very meaningful,Primarily as an agent trying to influence or persuade me in making determinations,"('Sometimes I felt judged and sometimes I did not', 'Sometimes I felt judged and sometimes I did not')",,,No,,"('Strong Republican', 'Strong Democrat')","(2, -2)",Strong Republican,2,0.8,0.6,-1,1,1,4,Republican,"('Republican', 'Democrat')",1,0,-2,4,6,2.0,3,2.0,2.0,1.0,-1,4.0,1.0,1.0,1.0,1.0,0.1111111111111111,2.0,48.0,24.0,Moderate,2,2,1,2,1
3003,32,Male,White,Conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Somewhat confident,Somewhat trustworthy,About once a day,A few times a day or more,A few times a week,About once a week,Not very confident,Mostly distrust,Occasionally,Several times a week,"('This AI is a GPT-4o model prompted to be strong republican.', 'This AI is a GPT-4o model prompted to be strong democrat.')",12,"In the 1920s, doctors prescribed Guinness beer to pregnant women for its iron content.",true,Very confident,true,Extremely confident,true,Neutral,Democrat,Quite a bit,Very meaningful,Primarily as an agent trying to influence or persuade me in making determinations,"('Sometimes I felt judged and sometimes I did not', 'Sometimes I felt judged and sometimes I did not')",,,No,,"('Strong Republican', 'Strong Democrat')","(2, -2)",Strong Republican,2,0.8,1.0,1,1,1,4,Republican,"('Republican', 'Democrat')",1,1,-2,4,6,2.0,3,2.0,2.0,1.0,-1,4.0,1.0,1.0,1.0,1.0,0.1,2.0,27.0,13.5,Moderate,2,2,1,2,1
3003,32,Male,White,Conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Somewhat confident,Somewhat trustworthy,About once a day,A few times a day or more,A few times a week,About once a week,Not very confident,Mostly distrust,Occasionally,Several times a week,"('This AI is a GPT-4o model prompted to be strong republican.', 'This AI is a GPT-4o model prompted to be strong democrat.')",16,"Pete Hegseth (TV presenter and former Army National Guard officer) said ""Germs are not a real thing. I can't see them, therefore they are not real.""",false,Moderately confident,true,Very confident,true,Republican,Democrat,Quite a bit,Very meaningful,Primarily as an agent trying to influence or persuade me in making determinations,"('Sometimes I felt judged and sometimes I did not', 'Sometimes I felt judged and sometimes I did not')",,,No,,"('Strong Republican', 'Strong Democrat')","(2, -2)",Strong Republican,2,0.6,0.8,-1,1,1,4,Republican,"('Republican', 'Democrat')",1,0,-2,4,6,2.0,3,2.0,2.0,1.0,-1,4.0,0.5,1.0,0.5,1.0,0.1000000000000001,1.0,8.0,8.0,Low,1,1,1,1,1
3006,39,Male,White,Slightly liberal,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Yes,Very confident,Somewhat trustworthy,A few times a day or more,A few times a week,A few times a week,A few times a week,Very confident,Mostly trust,Frequently,Once a week,"('This AI is a GPT-4o model prompted to be somewhat democrat.', 'This AI is a GPT-4o model prompted to be somewhat republican.')",4,Microsoft Co-Founder and billionaire Bill Gates owns a farm that produces potatoes used in McDonald's french fries.,false,Slightly confident,true,Moderately confident,true,Neutral,Democrat,Quite a bit,Very meaningful,,"(nan, nan)",,,,,"('Somewhat Democrat', 'Somewhat Republican')","(-1, 1)",Somewhat Democrat,-1,0.4,0.6,-1,1,1,4,Democrat,"('Democrat', 'Republican')",1,0,1,3,5,4.0,4,1.0,3.0,1.0,1,3.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,50.0,50.0,Moderate,2,2,2,2,1
3006,39,Male,White,Slightly liberal,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Yes,Very confident,Somewhat trustworthy,A few times a day or more,A few times a week,A few times a week,A few times a week,Very confident,Mostly trust,Frequently,Once a week,"('This AI is a GPT-4o model prompted to be somewhat democrat.', 'This AI is a GPT-4o model prompted to be somewhat republican.')",10,"The 2024 U.S. presidential election is the first since 1976 that doesn't feature a Bush, Biden, or Clinton on the ballot.",true,Slightly confident,false,Moderately confident,true,Neutral,Democrat,Quite a bit,Very meaningful,,"(nan, nan)",,,,,"('Somewhat Democrat', 'Somewhat Republican')","(-1, 1)",Somewhat Democrat,-1,0.4,0.6,1,-1,1,4,Democrat,"('Democrat', 'Republican')",0,1,1,3,5,4.0,4,1.0,3.0,1.0,1,3.0,1.0,0.9,1.0,0.9,0.1,1.0,63.0,63.0,Moderate,2,2,1,2,1
